cr,slice,sect,x,y,z,vol
13,1,5,104.51352,-52.73347,-224.94225,6940.00000
13,2,0,90.81146,-49.14821,-246.52352,9814.00000
13,2,1,87.00579,-26.15361,-251.24277,10131.00000
13,2,2,102.48670,-8.69196,-246.44478,9690.00000
13,2,3,120.98725,-14.05261,-237.38961,9703.00000
13,2,4,126.31260,-36.75753,-232.03056,10718.00000
13,2,5,110.07086,-54.82177,-237.07942,10440.00000
13,3,0,96.30183,-52.16794,-261.51650,12575.00000
13,3,1,92.02088,-27.49983,-266.63309,13132.00000
13,3,2,108.72247,-9.11789,-261.41684,12240.00000
13,3,3,128.60156,-14.63318,-251.69728,12445.00000
13,3,4,134.33661,-39.02035,-245.94882,13692.00000
13,3,5,116.95087,-58.17116,-251.36539,13177.00000
13,4,0,102.65821,-54.50533,-277.30308,13444.00000
13,4,1,97.96286,-29.10548,-282.72613,14582.00000
13,4,2,115.26955,-10.62171,-277.27189,12830.00000
13,4,3,136.25952,-16.27093,-267.01436,13282.00000
13,4,4,142.20566,-41.27188,-261.10370,14896.00000
13,4,5,124.37935,-60.73825,-266.66405,13924.00000
13,5,0,109.35694,-56.45052,-292.96432,13588.00000
13,5,1,104.45541,-30.94524,-298.44268,15226.00000
13,5,2,121.96693,-12.53788,-292.93604,12867.00000
13,5,3,143.61445,-18.27381,-282.36166,13492.00000
13,5,4,149.58014,-43.43123,-276.39468,15370.00000
13,5,5,131.73245,-62.86283,-281.99635,14057.00000
14,0,0,72.29725,-72.91593,-219.59643,6312.00000
14,0,1,87.74143,-78.14862,-211.86520,6431.00000
14,0,2,88.96593,-95.67655,-203.67256,6425.00000
14,0,3,74.03823,-107.11633,-203.87075,6418.00000
14,0,4,57.69482,-101.70854,-212.02893,6447.00000
14,0,5,57.13368,-84.86077,-219.63238,6304.00000
14,1,0,75.54284,-73.76786,-230.77011,6498.00000
14,1,1,94.06107,-79.95647,-221.52902,6582.00000
14,1,2,95.48682,-100.93239,-211.73909,6607.00000
14,1,3,77.57917,-114.65313,-211.97944,6575.00000
14,1,4,57.95184,-108.21211,-221.73800,6611.00000
14,1,5,57.38292,-88.05632,-230.83255,6553.00000
14,2,0,79.62014,-78.48126,-242.78581,9830.00000
14,2,1,98.60680,-84.83316,-233.30898,9913.00000
14,2,2,100.05102,-106.21262,-223.33904,9904.00000
14,2,3,81.71714,-120.25817,-223.58906,9904.00000
14,2,4,61.63493,-113.64973,-233.55169,9948.00000
14,2,5,61.05051,-93.11189,-242.85576,9820.00000
14,3,0,84.43445,-83.13542,-257.56981,12624.00000
14,3,1,104.85990,-89.95235,-247.37954,12691.00000
14,3,2,106.45718,-112.88747,-236.68677,12778.00000
14,3,3,86.71398,-128.01419,-236.94739,12757.00000
14,3,4,65.22720,-120.73978,-247.70036,12667.00000
14,3,5,64.43654,-98.80676,-257.68854,12698.00000
14,4,0,89.47625,-88.97497,-272.94507,13637.00000
14,4,1,110.85315,-96.11809,-262.26637,13632.00000
14,4,2,112.68223,-119.70265,-251.22647,13999.00000
14,4,3,91.97129,-135.64192,-251.45109,14094.00000
14,4,4,69.86225,-127.82956,-262.68077,13520.00000
14,4,5,68.77419,-105.01335,-273.13316,13875.00000
14,5,0,94.41251,-95.37608,-288.05409,13851.00000
14,5,1,116.43070,-102.72834,-277.06564,13774.00000
14,5,2,118.42833,-126.31296,-265.93054,14555.00000
14,5,3,97.16618,-142.65110,-266.17428,14685.00000
14,5,4,74.99917,-134.66942,-277.51642,13628.00000
14,5,5,73.83423,-111.24096,-288.27360,14181.00000
15,0,0,182.74677,18.05369,-158.24635,6485.00000
15,0,1,190.69498,30.97933,-146.16898,6593.00000
15,0,2,201.61077,24.16164,-131.62240,6427.00000
15,0,3,204.19309,6.17804,-129.60109,5882.00000
15,0,4,197.51828,-5.46654,-139.78484,6079.00000
15,0,5,186.43585,-0.59211,-154.70537,6508.00000
15,1,0,189.56718,19.67279,-167.54329,6676.00000
15,1,1,199.09387,35.16555,-153.05836,6775.00000
15,1,2,212.16681,26.97843,-135.66739,6624.00000
15,1,3,215.24390,5.41855,-133.23576,6022.00000
15,1,4,207.25819,-8.56377,-145.45590,6217.00000
15,1,5,194.01140,-2.67220,-163.28187,6740.00000
15,2,0,200.21580,20.46873,-175.86578,10082.00000
15,2,1,209.93426,36.34226,-161.08090,10198.00000
15,2,2,223.27481,28.02022,-143.32331,9947.00000
15,2,3,226.41882,5.95848,-140.84189,9054.00000
15,2,4,218.26867,-8.39087,-153.33356,9362.00000
15,2,5,204.74894,-2.38183,-171.52886,10142.00000
15,3,0,212.27406,21.76091,-186.67919,13026.00000
15,3,1,222.73247,38.82758,-170.76033,13123.00000
15,3,2,237.04266,29.92779,-151.70927,12760.00000
15,3,3,240.45115,6.14253,-149.01250,11656.00000
15,3,4,231.60961,-9.22273,-162.54164,11964.00000
15,3,5,217.14540,-2.83426,-182.00539,13076.00000
15,4,0,225.54590,22.90840,-197.57290,14312.00000
15,4,1,236.46152,40.70553,-180.97468,14344.00000
15,4,2,251.33861,31.51772,-161.15984,13895.00000
15,4,3,254.86804,6.84922,-158.33924,12676.00000
15,4,4,245.49355,-9.25303,-172.68975,12813.00000
15,4,5,230.62192,-2.78497,-192.71794,14329.00000
15,5,0,239.13553,23.91186,-207.92002,14802.00000
15,5,1,250.22984,42.00728,-191.05605,14824.00000
15,5,2,265.31288,32.75036,-170.97212,14325.00000
15,5,3,268.93584,7.84591,-168.08765,12919.00000
15,5,4,259.19302,-8.77380,-182.98013,13009.00000
15,5,5,244.27790,-2.29522,-203.03072,14851.00000
16,0,0,162.92718,9.49414,-179.24674,6313.00000
16,0,1,166.32608,-9.41710,-175.95665,6554.00000
16,0,2,155.93966,-24.04419,-183.76120,6243.00000
16,0,3,142.82900,-19.99814,-194.33014,6268.00000
16,0,4,138.38447,-1.44753,-198.44309,6951.00000
16,0,5,149.23068,13.67086,-190.31445,6795.00000
16,1,0,171.83552,12.01322,-186.34383,6521.00000
16,1,1,175.95834,-10.57104,-182.38052,6701.00000
16,1,2,163.56751,-28.06418,-191.67916,6457.00000
16,1,3,147.81366,-23.18457,-204.37905,6441.00000
16,1,4,142.48564,-0.95449,-209.31197,7124.00000
16,1,5,155.44855,17.12310,-199.61327,6940.00000
16,2,0,180.57361,11.97308,-196.68740,9814.00000
16,2,1,184.78714,-11.07739,-192.63424,10131.00000
16,2,2,172.15662,-28.92950,-202.08734,9690.00000
16,2,3,156.06875,-23.89934,-215.08275,9703.00000
16,2,4,150.57163,-1.17089,-220.16128,10718.00000
16,2,5,163.81725,17.30377,-210.21932,10440.00000
16,3,0,191.57285,12.73401,-208.62432,12575.00000
16,3,1,196.23148,-11.98583,-204.12456,13132.00000
16,3,2,182.60359,-30.78882,-214.36058,12240.00000
16,3,3,165.30791,-25.62741,-228.29924,12445.00000
16,3,4,159.40337,-1.21702,-233.77088,13692.00000
16,3,5,173.57885,18.37354,-223.11151,13177.00000
16,4,0,202.82851,12.65886,-221.60074,13444.00000
16,4,1,207.89387,-12.79169,-216.78199,14582.00000
16,4,2,193.77074,-31.71154,-227.43543,12830.00000
16,4,3,175.50019,-26.43484,-242.13417,13282.00000
16,4,4,169.40097,-1.41292,-247.79482,14896.00000
16,4,5,183.92884,18.50529,-236.84766,13924.00000
16,5,0,213.78736,12.18525,-234.77687,13588.00000
16,5,1,218.98821,-13.36103,-229.78735,15226.00000
16,5,2,204.73062,-32.21412,-240.60815,12867.00000
16,5,3,185.88499,-26.86199,-255.75840,13492.00000
16,5,4,179.73855,-1.67982,-261.43019,15370.00000
16,5,5,194.31024,18.20054,-250.47833,14057.00000
17,0,0,166.94703,40.14354,-171.12395,6312.00000
17,0,1,153.42083,45.11350,-181.98750,6431.00000
17,0,2,146.90363,63.36643,-181.53641,6425.00000
17,0,3,154.75741,75.77523,-169.78549,6418.00000
17,0,4,169.06024,70.64695,-158.29475,6447.00000
17,0,5,174.80247,53.08946,-159.15276,6304.00000
17,1,0,175.42741,39.38921,-179.10047,6498.00000
17,1,1,159.22824,45.26015,-192.12891,6582.00000
17,1,2,151.45984,67.10491,-191.56037,6607.00000
17,1,3,160.88353,81.98780,-177.46449,6575.00000
17,1,4,178.02979,75.88664,-163.65399,6611.00000
17,1,5,184.85104,54.87439,-164.77039,6553.00000
17,2,0,184.56054,42.29300,-188.65930,9830.00000
17,2,1,167.95035,48.31937,-202.01724,9913.00000
17,2,2,160.04398,70.58404,-201.43355,9904.00000
17,2,3,169.69533,85.81895,-187.00372,9904.00000
17,2,4,187.21805,79.56110,-172.86107,9948.00000
17,2,5,194.20365,58.14641,-174.01105,9820.00000
17,3,0,195.80531,44.74735,-200.10208,12624.00000
17,3,1,177.93936,51.21367,-214.47239,12691.00000
17,3,2,169.43807,75.09452,-213.88991,12778.00000
17,3,3,179.82380,91.50305,-198.34718,12757.00000
17,3,4,198.63982,84.59449,-183.23249,12667.00000
17,3,5,206.22228,61.73111,-184.33630,12698.00000
17,4,0,207.55806,48.28633,-212.15476,13637.00000
17,4,1,188.84836,55.06410,-227.18936,13632.00000
17,4,2,179.98170,79.61269,-226.73588,13999.00000
17,4,3,190.83856,96.90179,-210.41813,14094.00000
17,4,4,210.32165,89.44913,-194.89990,13520.00000
17,4,5,218.38586,65.67732,-195.84056,13875.00000
17,5,0,219.16491,52.42132,-224.06301,13851.00000
17,5,1,199.90293,59.39602,-239.55275,13774.00000
17,5,2,190.87482,83.94370,-239.20607,14555.00000
17,5,3,202.03040,101.66626,-222.45682,14685.00000
17,5,4,221.62708,94.03668,-206.91697,13628.00000
17,5,5,229.95103,69.62755,-207.85149,14181.00000
18,0,0,119.05046,141.82806,-156.44813,6485.00000
18,0,1,101.86687,145.72649,-164.54969,6593.00000
18,0,2,91.32750,160.08465,-156.80350,6427.00000
18,0,3,97.58994,169.47354,-142.42316,5882.00000
18,0,4,112.41884,166.49207,-135.00206,6079.00000
18,0,5,124.19133,152.66723,-141.28575,6508.00000
18,1,0,126.06557,146.35373,-164.56472,6676.00000
18,1,1,105.46130,151.02742,-174.27129,6775.00000
18,1,2,92.87613,168.22767,-164.99004,6624.00000
18,1,3,100.37786,179.46745,-147.73892,6022.00000
18,1,4,118.17456,175.91515,-138.83570,6217.00000
18,1,5,132.20880,159.36685,-146.39528,6740.00000
18,2,0,132.32368,154.82351,-173.07292,10082.00000
18,2,1,111.26568,159.56635,-183.02662,10198.00000
18,2,2,98.39850,177.10768,-173.57694,9947.00000
18,2,3,106.08123,188.60394,-155.92548,9054.00000
18,2,4,124.29826,185.00587,-146.78411,9362.00000
18,2,5,138.62526,168.11783,-154.49720,10142.00000
18,3,0,140.46226,164.09867,-183.64345,13026.00000
18,3,1,117.80066,169.20944,-194.33886,13123.00000
18,3,2,103.98337,188.01586,-184.22295,12760.00000
18,3,3,112.24592,200.43018,-165.19024,11656.00000
18,3,4,131.89641,196.45374,-155.42561,11964.00000
18,3,5,147.24041,178.40144,-163.64385,13076.00000
18,4,0,148.65252,174.53313,-194.60580,14312.00000
18,4,1,125.02207,179.87121,-205.76359,14344.00000
18,4,2,110.61981,199.39944,-195.29486,13895.00000
18,4,3,119.16857,212.27246,-175.54260,12676.00000
18,4,4,139.92211,207.98438,-165.34436,12813.00000
18,4,5,155.75863,189.45941,-173.72051,14329.00000
18,5,0,156.40193,185.38003,-205.33144,14802.00000
18,5,1,132.38675,190.80216,-216.68015,14824.00000
18,5,2,117.76313,210.57823,-206.11559,14325.00000
18,5,3,126.35675,223.63375,-186.18117,12919.00000
18,5,4,147.85356,219.13645,-175.66524,13009.00000
18,5,5,163.70818,200.56486,-184.04294,14851.00000
19,0,0,142.98039,124.29965,-151.23162,6313.00000
19,0,1,148.48564,134.94182,-135.85473,6554.00000
19,0,2,162.83437,129.96349,-123.52304,6243.00000
19,0,3,171.27336,115.11608,-126.40402,6268.00000
19,0,4,166.73633,103.54951,-141.45145,6951.00000
19,0,5,151.84292,108.80445,-154.21283,6795.00000
19,1,0,147.48640,130.67103,-159.90193,6521.00000
19,1,1,154.02610,143.44288,-141.54802,6701.00000
19,1,2,171.15302,137.52157,-126.79626,6457.00000
19,1,3,181.28536,119.67408,-130.27253,6441.00000
19,1,4,175.85224,105.81103,-148.30571,7124.00000
19,1,5,158.06273,112.08623,-163.57188,6940.00000
19,2,0,156.05339,137.45566,-167.89698,9814.00000
19,2,1,162.72057,150.49729,-149.16277,10131.00000
19,2,2,180.16569,144.47226,-134.09772,9690.00000
19,2,3,190.51456,126.22545,-137.69735,9703.00000
19,2,4,184.99418,112.00176,-156.13114,10718.00000
19,2,5,166.78728,118.41661,-171.71833,10440.00000
19,3,0,165.50570,145.82188,-178.12991,12575.00000
19,3,1,172.51020,159.95513,-158.02494,13132.00000
19,3,2,191.15506,153.27714,-142.15605,12240.00000
19,3,3,202.36502,133.75714,-145.81303,12445.00000
19,3,4,196.45150,118.47820,-165.61842,13692.00000
19,3,5,177.03210,125.41392,-182.14537,13177.00000
19,4,0,176.24394,154.61226,-188.25425,13444.00000
19,4,1,183.27168,169.43292,-167.57654,14582.00000
19,4,2,202.37495,162.29344,-151.60744,12830.00000
19,4,3,214.27453,141.74244,-155.31768,13282.00000
19,4,4,208.26219,126.03148,-175.62427,14896.00000
19,4,5,188.41281,133.20240,-192.42352,13924.00000
19,5,0,187.36262,163.25584,-198.03150,13588.00000
19,5,1,194.27330,178.25771,-177.25308,15226.00000
19,5,2,213.50380,170.94929,-161.36023,12867.00000
19,5,3,225.80957,149.78692,-165.10926,13492.00000
19,5,4,219.73705,133.97090,-185.53150,15370.00000
19,5,5,199.89775,141.19687,-202.31523,14057.00000
20,0,0,121.46162,117.43616,-173.84488,6312.00000
20,0,1,129.76792,101.82344,-177.43986,6431.00000
20,0,2,121.46922,89.01943,-189.39963,6425.00000
20,0,3,104.81828,92.98614,-197.19422,6418.00000
20,0,4,95.97383,109.44787,-193.49360,6447.00000
20,0,5,104.36938,121.22886,-181.97415,6304.00000
20,1,0,128.27633,124.54038,-180.10592,6498.00000
20,1,1,138.27727,105.87073,-184.35405,6582.00000
20,1,2,128.31792,90.57933,-198.66661,6607.00000
20,1,3,108.34499,95.34085,-208.01596,6575.00000
20,1,4,97.68955,115.06194,-203.60138,6611.00000
20,1,5,107.82003,129.10347,-189.83551,6553.00000
20,2,0,134.77175,130.67451,-190.27447,9830.00000
20,2,1,145.02254,111.52885,-194.63511,9913.00000
20,2,2,134.86720,95.95446,-209.22533,9904.00000
20,2,3,114.42104,100.83304,-218.79742,9904.00000
20,2,4,103.51642,120.99919,-214.25467,9948.00000
20,2,5,113.84936,135.33913,-200.24373,9820.00000
20,3,0,142.99328,138.68853,-201.74563,12624.00000
20,3,1,154.02842,118.10102,-206.42446,12691.00000
20,3,2,143.17601,101.37152,-222.08509,12778.00000
20,3,3,121.15427,106.61771,-232.39044,12757.00000
20,3,4,109.59491,128.33466,-227.39244,12667.00000
20,3,5,120.50823,143.77389,-212.42661,12698.00000
20,4,0,151.22264,146.68663,-214.56073,13637.00000
20,4,1,162.76341,125.12630,-219.45897,13632.00000
20,4,2,151.74532,107.79413,-235.57277,13999.00000
20,4,3,128.60023,113.23550,-246.42403,14094.00000
20,4,4,116.88534,135.81897,-241.06709,13520.00000
20,4,5,128.03610,152.06251,-225.48430,13875.00000
20,5,0,159.06137,154.34383,-227.73438,13851.00000
20,5,1,170.95429,132.14688,-232.77977,13774.00000
20,5,2,160.04267,114.65382,-248.87774,14555.00000
20,5,3,136.29559,120.25869,-260.00137,14685.00000
20,5,4,124.63453,143.01571,-254.53650,13628.00000
20,5,5,136.05336,159.73854,-238.53887,14181.00000
21,0,0,39.30178,179.38142,-158.24635,6485.00000
21,0,1,29.46489,190.93486,-146.16898,6593.00000
21,0,2,39.32207,199.20961,-131.62240,6427.00000
21,0,3,57.22347,196.10830,-129.60109,5882.00000
21,0,4,66.23549,186.16181,-139.78484,6079.00000
21,0,5,58.17498,177.12807,-154.70537,6508.00000
21,1,0,39.86955,186.36834,-167.54329,6676.00000
21,1,1,28.07897,200.21629,-153.05836,6775.00000
21,1,2,39.90514,210.11944,-135.66739,6624.00000
21,1,3,61.36068,206.38355,-133.23576,6022.00000
21,1,4,72.19093,194.46792,-145.45590,6217.00000
21,1,5,62.49423,183.69007,-163.28187,6740.00000
21,2,0,42.40317,196.74174,-175.86578,10082.00000
21,2,1,30.30971,210.88974,-161.08090,10198.00000
21,2,2,42.34690,221.00570,-143.32331,9947.00000
21,2,3,64.30041,217.17838,-140.84189,9054.00000
21,2,4,75.42892,204.99294,-153.33356,9362.00000
21,2,5,65.53616,193.99180,-171.52886,10142.00000
21,3,0,44.90043,208.60913,-186.67919,13026.00000
21,3,1,31.90089,223.82956,-170.76033,13123.00000
21,3,2,44.78719,234.68918,-151.70927,12760.00000
21,3,3,68.46160,230.58080,-149.01250,11656.00000
21,3,4,80.34265,217.42386,-162.54164,11964.00000
21,3,5,69.79716,205.64173,-182.00539,13076.00000
21,4,0,47.91033,221.58600,-197.57290,14312.00000
21,4,1,34.35737,237.46698,-180.97468,14344.00000
21,4,2,47.69276,248.77675,-161.15984,13895.00000
21,4,3,72.24456,244.51045,-158.33924,12676.00000
21,4,4,84.66184,230.61892,-172.68975,12813.00000
21,4,5,73.91476,218.47389,-192.71794,14329.00000
21,5,0,51.15541,234.82059,-207.92002,14802.00000
21,5,1,37.37398,250.96370,-191.05605,14824.00000
21,5,2,50.83875,262.44798,-170.97212,14325.00000
21,5,3,75.64384,258.19772,-168.08765,12919.00000
21,5,4,88.43942,243.79598,-182.98013,13009.00000
21,5,5,77.66890,231.61284,-203.03072,14851.00000
22,0,0,41.31780,157.88682,-179.24674,6313.00000
22,0,1,60.35378,155.27547,-175.95665,6554.00000
22,0,2,71.05539,140.87739,-183.76120,6243.00000
22,0,3,63.15595,129.65871,-194.33014,6268.00000
22,0,4,44.13984,131.16415,-198.44309,6951.00000
22,0,5,33.11306,146.15136,-190.31445,6795.00000
22,1,0,41.67485,167.13759,-186.34383,6521.00000
22,1,1,64.42777,164.07971,-182.38052,6701.00000
22,1,2,77.23577,146.88965,-191.67916,6457.00000
22,1,3,67.72677,133.41473,-204.37905,6441.00000
22,1,4,44.93826,135.21696,-209.31197,7124.00000
22,1,5,31.75121,153.13170,-199.61327,6940.00000
22,2,0,44.41324,175.43561,-196.68740,9814.00000
22,2,1,67.63759,172.31993,-192.63424,10131.00000
22,2,2,80.71291,154.79098,-202.08734,9690.00000
22,2,3,70.95752,141.04491,-215.08275,9703.00000
22,2,4,47.64277,142.84032,-220.16128,10718.00000
22,2,5,34.16545,161.14664,-210.21932,10440.00000
22,3,0,47.08850,186.13165,-208.62432,12575.00000
22,3,1,72.03807,182.92342,-204.12456,13132.00000
22,3,2,85.70952,164.15208,-214.36058,12240.00000
22,3,3,75.45607,149.29788,-228.29924,12445.00000
22,3,4,50.41581,151.22554,-233.77088,13692.00000
22,3,5,36.16454,170.76105,-223.11151,13177.00000
22,4,0,50.63817,196.81319,-221.60074,13444.00000
22,4,1,76.40836,193.76599,-216.78199,14582.00000
22,4,2,90.03792,174.48754,-227.43543,12830.00000
22,4,3,79.37357,158.74180,-242.13417,13282.00000
22,4,4,53.69154,160.67330,-247.79482,14896.00000
22,4,5,39.23757,180.64519,-236.84766,13924.00000
22,5,0,54.47506,207.08933,-234.77687,13588.00000
22,5,1,80.37817,204.14139,-229.78735,15226.00000
22,5,2,93.90269,184.75570,-240.60815,12867.00000
22,5,3,82.98889,168.48634,-255.75840,13492.00000
22,5,4,57.13987,170.42244,-261.43019,15370.00000
22,5,5,42.73542,190.42431,-250.47833,14057.00000
23,0,0,13.41070,171.18111,-171.12395,6312.00000
23,0,1,4.50416,159.85273,-181.98750,6431.00000
23,0,2,-14.86934,159.29497,-181.53641,6425.00000
23,0,3,-24.24385,170.59889,-169.78549,6418.00000
23,0,4,-14.94676,182.61697,-158.29475,6447.00000
23,0,5,3.52585,182.65259,-159.15276,6304.00000
23,1,0,16.74869,179.01333,-179.10047,6498.00000
23,1,1,6.15927,165.42123,-192.12891,6582.00000
23,1,2,-17.01690,164.78343,-191.56037,6607.00000
23,1,3,-28.25929,178.34497,-177.46449,6575.00000
23,1,4,-17.15825,192.76667,-163.65399,6611.00000
23,1,5,4.93347,192.76092,-164.77039,6553.00000
23,2,0,16.80931,188.59678,-188.65930,9830.00000
23,2,1,5.94506,174.66180,-202.01724,9913.00000
23,2,2,-17.67310,174.02255,-201.43355,9904.00000
23,2,3,-29.17993,187.90937,-187.00372,9904.00000
23,2,4,-17.81355,202.64069,-172.86107,9948.00000
23,2,5,4.71170,202.66689,-174.01105,9820.00000
23,3,0,17.94991,200.04962,-200.10208,12624.00000
23,3,1,6.27920,185.05629,-214.47239,12691.00000
23,3,2,-19.05989,184.35068,-213.88991,12778.00000
23,3,3,-31.45596,199.29861,-198.34718,12757.00000
23,3,4,-19.07107,215.05884,-183.23249,12667.00000
23,3,5,5.01641,215.20502,-184.33630,12698.00000
23,4,0,18.21594,212.32076,-212.15476,13637.00000
23,4,1,5.98828,196.62122,-227.18936,13632.00000
23,4,2,-20.09876,195.77445,-226.73588,13999.00000
23,4,3,-33.18673,211.44257,-210.41813,14094.00000
23,4,4,-20.07822,227.66909,-194.89990,13520.00000
23,4,5,5.02210,227.99271,-195.84056,13875.00000
23,5,0,17.87004,224.63731,-224.06301,13851.00000
23,5,1,5.28443,208.47338,-239.55275,13774.00000
23,5,2,-20.85164,207.47279,-239.20607,14555.00000
23,5,3,-34.25954,223.55895,-222.45682,14685.00000
23,5,4,-20.94766,239.83882,-206.91697,13628.00000
23,5,5,4.83904,240.21253,-207.85149,14181.00000
24,0,0,-98.09786,157.05101,-156.44813,6485.00000
24,0,1,-107.11552,141.91312,-164.54969,6593.00000
24,0,2,-124.02779,136.32650,-156.80350,6427.00000
24,0,3,-131.02195,145.18377,-142.42316,5882.00000
24,0,4,-123.60402,158.36556,-135.00206,6079.00000
24,0,5,-106.81791,165.28975,-141.28575,6508.00000
24,1,0,-100.23425,165.12128,-164.56472,6676.00000
24,1,1,-111.04626,146.96971,-174.27129,6775.00000
24,1,2,-131.29370,140.31567,-164.99004,6624.00000
24,1,3,-139.66520,150.92353,-147.73892,6022.00000
24,1,4,-130.78728,166.75147,-138.83570,6217.00000
24,1,5,-110.71210,174.98512,-146.39528,6740.00000
24,2,0,-106.35562,173.69040,-173.07292,10082.00000
24,2,1,-117.37361,155.12868,-183.02662,10198.00000
24,2,2,-138.03258,148.31183,-173.57694,9947.00000
24,2,3,-146.59208,159.17108,-155.92548,9054.00000
24,2,4,-137.54075,175.38464,-146.78411,9362.00000
24,2,5,-117.05198,183.79174,-154.49720,10142.00000
24,3,0,-112.66187,184.29683,-183.64345,13026.00000
24,3,1,-124.52532,164.32369,-194.33886,13123.00000
24,3,2,-146.68107,156.99418,-184.22295,12760.00000
24,3,3,-155.93452,168.68856,-165.19024,11656.00000
24,3,4,-146.08037,186.14850,-155.42561,11964.00000
24,3,5,-124.17004,195.16304,-163.64385,13076.00000
24,4,0,-120.05470,195.31066,-194.60580,14312.00000
24,4,1,-132.43373,174.48633,-205.76359,14344.00000
24,4,2,-155.45672,166.82352,-195.29486,13895.00000
24,4,3,-165.05798,178.93186,-175.54260,12676.00000
24,4,4,-154.56658,197.34455,-165.34436,12813.00000
24,4,5,-132.05453,206.68145,-173.72051,14329.00000
24,5,0,-127.97601,206.03266,-205.33144,14802.00000
24,5,1,-140.55387,184.86840,-216.68015,14824.00000
24,5,2,-163.88097,177.07166,-206.11559,14325.00000
24,5,3,-173.64193,189.27906,-186.18117,12919.00000
24,5,4,-162.72187,208.33399,-175.66524,13009.00000
24,5,5,-140.15989,217.67370,-184.04294,14851.00000
25,0,0,-74.03260,174.39315,-151.23162,6313.00000
25,0,1,-82.45269,182.91757,-135.85473,6554.00000
25,0,2,-73.28402,195.02563,-123.52304,6243.00000
25,0,3,-56.55550,198.46349,-126.40402,6268.00000
25,0,4,-46.95706,190.57424,-141.45145,6951.00000
25,0,5,-56.55712,178.03364,-154.21283,6795.00000
25,1,0,-78.69971,180.64749,-159.90193,6521.00000
25,1,1,-88.82559,190.81382,-141.54802,6701.00000
25,1,2,-77.90157,205.27271,-126.79626,6457.00000
25,1,3,-57.79654,209.39396,-130.27253,6441.00000
25,1,4,-46.29093,199.94284,-148.30571,7124.00000
25,1,5,-57.75625,184.96315,-163.57188,6940.00000
25,2,0,-82.50494,190.89174,-167.89698,9814.00000
25,2,1,-92.84799,201.26269,-149.16277,10131.00000
25,2,2,-81.72701,215.99215,-134.09772,9690.00000
25,2,3,-61.17528,220.19593,-137.69735,9703.00000
25,2,4,-49.35364,210.55038,-156.13114,10718.00000
25,2,5,-61.08077,195.21689,-171.71833,10440.00000
25,3,0,-87.54076,202.46672,-178.12991,12575.00000
25,3,1,-98.81777,213.49582,-158.02494,13132.00000
25,3,2,-86.70504,229.16452,-142.15605,12240.00000
25,3,3,-64.67635,233.79381,-145.81303,12445.00000
25,3,4,-51.97260,223.44827,-165.61842,13692.00000
25,3,5,-64.56978,207.12258,-182.14537,13177.00000
25,4,0,-92.58261,215.39578,-188.25425,13444.00000
25,4,1,-104.50620,226.65939,-167.57654,14582.00000
